feature_path,label,label_idx
C:\SoundModel\data\gtzan\features\classical_classical.00090_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00018_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00052_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00037_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\disco_disco.00063_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\pop_pop.00032_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\jazz_jazz.00095_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\classical_classical.00033_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\classical_classical.00064_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\rock_rock.00085_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00080_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00025_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\blues_blues.00084_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\pop_pop.00070_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00003_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\metal_metal.00079_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00033_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\blues_blues.00071_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00006_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00015_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00041_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00075_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00005_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00074_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\metal_metal.00082_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\pop_pop.00078_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00091_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00096_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\rock_rock.00055_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\reggae_reggae.00088_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00037_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\blues_blues.00099_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00048_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\reggae_reggae.00073_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00002_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00089_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00080_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00001_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\rock_rock.00009_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00006_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\country_country.00091_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00023_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00079_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\jazz_jazz.00031_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00049_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00085_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00028_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00008_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\classical_classical.00018_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\classical_classical.00049_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\country_country.00066_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00016_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00093_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00005_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00012_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\country_country.00025_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\jazz_jazz.00006_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\disco_disco.00006_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\country_country.00040_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\metal_metal.00015_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00011_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00042_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00005_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\pop_pop.00091_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00071_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00026_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00045_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\country_country.00056_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\jazz_jazz.00010_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\classical_classical.00053_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00033_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00020_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00006_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00023_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00027_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00023_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00079_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00090_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00089_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00054_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00016_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00017_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\blues_blues.00056_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00032_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00056_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00035_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00020_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\blues_blues.00058_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00070_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00009_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00005_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\country_country.00040_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00065_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00017_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\rock_rock.00054_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00010_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00047_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00073_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00052_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00042_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\disco_disco.00059_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00084_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00038_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\classical_classical.00054_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\metal_metal.00085_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\rock_rock.00086_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00016_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00017_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00098_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\reggae_reggae.00037_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00021_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00067_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00071_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00091_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00080_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00074_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\pop_pop.00004_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\blues_blues.00018_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\metal_metal.00052_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00026_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00083_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00026_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\blues_blues.00007_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\classical_classical.00075_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\metal_metal.00077_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00061_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\disco_disco.00031_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00087_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00019_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00028_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\country_country.00015_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00061_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00031_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\rock_rock.00049_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00039_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00071_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00000_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00030_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00033_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00007_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00024_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00089_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\rock_rock.00025_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00046_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00087_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00028_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00075_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00015_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00048_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00030_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\rock_rock.00045_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\pop_pop.00042_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00002_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00003_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00076_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00033_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\jazz_jazz.00069_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00086_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\reggae_reggae.00067_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\rock_rock.00042_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00072_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00088_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\metal_metal.00079_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00075_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00073_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00098_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\pop_pop.00096_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\rock_rock.00054_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\pop_pop.00063_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\blues_blues.00032_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00015_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00075_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00029_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00050_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00016_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00012_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00022_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\blues_blues.00002_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00011_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00014_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00012_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00086_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\blues_blues.00006_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00050_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00073_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\reggae_reggae.00099_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00050_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00024_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\metal_metal.00070_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00037_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\disco_disco.00043_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00033_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00084_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00099_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00019_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00086_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00040_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\pop_pop.00010_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\country_country.00088_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\reggae_reggae.00084_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00056_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00035_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00071_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00019_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\blues_blues.00073_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00000_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00076_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\disco_disco.00055_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\disco_disco.00065_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00030_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00046_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00014_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00069_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00028_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00019_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00071_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00020_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00085_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00082_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00002_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\reggae_reggae.00089_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00066_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00030_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00044_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00085_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\jazz_jazz.00002_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\reggae_reggae.00050_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00099_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\classical_classical.00035_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\jazz_jazz.00014_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00071_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00054_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00062_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00085_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00077_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00079_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00055_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00043_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\jazz_jazz.00092_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00065_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00003_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00095_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00028_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00081_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00023_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00019_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00047_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00058_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\metal_metal.00069_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00019_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00075_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00064_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\disco_disco.00033_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00055_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00091_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00039_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00060_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\metal_metal.00091_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00060_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00099_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00008_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00063_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00053_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\blues_blues.00063_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\blues_blues.00030_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\pop_pop.00014_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00051_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00020_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00011_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00027_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00096_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00093_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00000_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00099_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00074_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\pop_pop.00037_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00031_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00069_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00008_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00048_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00063_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00041_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\rock_rock.00078_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00050_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00084_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\pop_pop.00051_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\blues_blues.00096_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\pop_pop.00007_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00027_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00078_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00088_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00087_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\rock_rock.00033_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00096_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00041_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00062_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00041_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00004_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00066_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\classical_classical.00000_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00099_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\classical_classical.00011_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00081_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00005_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00046_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\jazz_jazz.00042_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00008_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00048_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\metal_metal.00026_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00073_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00029_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00088_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\disco_disco.00025_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\country_country.00012_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\jazz_jazz.00042_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00078_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\reggae_reggae.00065_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00091_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00096_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00056_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00015_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\reggae_reggae.00014_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00024_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00035_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\blues_blues.00069_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00093_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\jazz_jazz.00088_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00025_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00010_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00063_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00091_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\reggae_reggae.00029_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\pop_pop.00046_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00021_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00095_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00056_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00017_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\jazz_jazz.00023_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\disco_disco.00059_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00065_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00002_chunk1.npy,classical,1
